Ticker,Net cash flow / Change in cash,Average Payables,Average Receivables,currentRatio,SG&A to Revenue,daysOfPayablesOutstanding,daysOfInventoryOutstanding,eBITperRevenue,Intangibles to Total Assets,Debt to Assets,Debt to Equity,Payout Ratio,ROE,R&D to Revenue,PE ratio,returnOnAssets,Dividend Yield,Name
MIK,0.1348159620025271,-0.07047348580677003,-0.13277727299286124,-0.05807029822676413,-0.06833856323105311,-0.05101583043015342,-0.049939683762282326,0.08554366976788866,-0.8134673480173382,2.402230328572889,-0.11705957340456459,-0.16523807271248564,-0.21279346766916338,-0.06336238125970449,-0.15564697233036914,-0.009787592138575803,-0.38395929440258336,"The Michaels Companies, Inc."
DIS,0.08352023744028857,2.9423884938350247,0.7602339236012235,-0.6179990133640245,-0.09882547331977588,-0.04481777903114123,-0.046469320671451105,0.10471551358788204,0.6048602884711015,-0.3730358741456071,-0.044760673702544856,-0.048924694143384406,-0.004519120701466308,-0.06336238125970449,-0.1294137982424157,0.004932716239471351,-0.11957529431326182,The Walt Disney Company
MGM,-0.007793629915703673,-0.010692255925487676,-0.07545848929779915,-0.6768295953005722,-0.08870005672043602,-0.054395827315894485,-0.048776914109967685,0.08082689426894146,-0.2474455189325671,0.46436087059989367,0.017270830897899058,0.17497855960213543,-0.07969125444261191,-0.06336238125970449,0.10626720490410936,-0.057242779833127,-0.02293838393578565,MGM Resorts International
HOME,-0.044493749786522346,-0.2203397187237942,-0.13524046301542306,-0.6636792299265204,-0.07865763533912352,-0.05157904499572575,-0.050051158083818034,0.07785442533774921,0.7331643885103636,0.00889456763756896,-0.032593826686495346,-0.16523807271248564,-0.0869023004981666,-0.06336238125970449,0.5721963938797661,-0.04951165013054377,-0.38395929440258336,At Home Group Inc.
CCL,0.788635648655274,0.014996555623969909,-0.10184769633021387,-1.1024861587238295,-0.10416483234620373,-0.055607199801874604,-0.049618713948699114,0.09287230579848851,-0.658542329262447,-0.28239864990153996,-0.04494511792592645,0.08948822635384598,-0.05660785003013793,-0.06336238125970449,-0.13375107223299587,-0.044154763714742334,0.20497885752052605,Carnival Corporation & plc
DISCA,-9.034645584198655,-0.13969877895671165,0.08694603531690903,-0.5370204476395998,-0.07138172122539023,-0.056309646116401026,-0.04438878742889665,0.08905769218860823,2.413773535623281,0.4940032332457523,0.006187998177162463,-0.16523807271248564,-0.08005382100406437,-0.06336238125970449,0.09402465789136065,0.02459441845813312,-0.38395929440258336,"Discovery, Inc."
EBAY,0.06646099362057119,-0.13726536919926272,-0.06506581302620736,-0.16258109672580764,-0.02365947085964902,-0.05668313265295579,-0.04854001243102244,0.1053138683106402,-0.07593697704334962,0.17648792567376864,-0.011052682913665138,-0.16523807271248564,0.05369295499840261,-0.0011813225705593724,-0.17368901441333803,0.027280281176305033,-0.38395929440258336,eBay Inc.
ETSY,0.027428022157406157,-0.22592891330668902,-0.1296757827271092,2.9319075131366046,-0.029690456702971702,-0.05201626351365907,-0.048792491771603816,0.08399742344549609,-0.731858957856311,0.1058022916721061,-0.030969423175310016,-0.16523807271248564,-0.03070448347303363,0.02039488090435302,0.7759060902675703,-0.04394701742714893,-0.38395929440258336,"Etsy, Inc."
GES,-0.08844831309167583,-0.16193771073003735,-0.11104152243785638,0.37035476316997795,-0.05326109862274645,-0.04906979089280405,-0.04754252345577848,0.06715062737462847,-0.9631554647298105,-0.9040331973113214,-0.057124908396248356,-4.923618389974417,-0.11204024875887124,-0.06336238125970449,-0.336520876258452,-0.06190223228343628,0.7045734507927612,"Guess', Inc."
WYNN,-0.8807691571094047,-0.13878920515237378,-0.11028201143559384,-0.2989296219199243,-0.10872956933770941,-0.0547821091792289,-0.04911191819071285,0.0737855078829945,-1.007232723586836,1.0557830099283194,0.09129121001814708,0.1325241764244135,0.0047867543758137775,-0.06336238125970449,-0.060854038327133916,-0.05228654697197,0.12292865059625377,"Wynn Resorts, Limited"
HBI,0.002724815502803739,0.08549278392723057,-0.046814622594779205,-0.07052853910744468,-0.06734262061472458,-0.04554246425970723,-0.04713192428860176,0.08326736703205712,0.6018054289463572,0.587205661949557,0.07414113310722623,0.06448084996148928,0.12104976508157272,-0.06336238125970449,-0.2131465339052826,-0.021480740325976157,0.4894195748580029,Hanesbrands Inc.
CHS,-0.020347811763364025,-0.20355301532701547,-0.13524046301542306,0.06374361260655839,-0.05284612253260958,-0.05443311235989484,-0.050051158083818034,0.07303343650819305,-0.535911539769139,-0.7965796327200845,-0.05522869234534277,0.07902002228262693,-0.0465768418299529,-0.06336238125970449,-0.15900693786137413,-0.038233994518330226,0.2615023334016913,"Chico's FAS, Inc."
SBUX,8.901727688582534,0.09665483448464879,-0.05731570075822224,0.25130935031014,-0.12095753146040948,-0.05479957736913458,-0.04941167414097691,0.10320300550168224,-0.252246012471451,0.137439813342205,0.2025855015793191,0.058665181033034225,1.4478016689566473,-0.06336238125970449,-0.08213781107386976,-0.008021748694031836,0.029938416082078655,Starbucks Corporation
LVS,3.125752051956556,-0.18367396957346718,-0.06840508969472828,-0.04976480430631032,-0.10612905250618496,-0.05790199150603834,-0.04884509215493832,0.10232320238848752,-1.0665842800675829,0.5387517999322884,0.009621249422914735,0.40295278159757386,0.06243483764675663,-0.06336238125970449,-0.08277388472673264,-0.041572774140367134,0.6662833542281007,Las Vegas Sands Corp.
HD,1.2805105121237919,2.2314852146945894,0.06317237903505116,-0.4608867533687734,-0.09110691804322991,-0.05264895939482262,-0.04960994721814336,0.08698208038401217,-0.8575446068743636,0.7536589291147622,0.5428948013090784,0.11740343721043033,2.2825104637672244,-0.06336238125970449,0.0818853793069591,-0.00904564111145649,-0.06669849429539754,"The Home Depot, Inc."
MLCO,-0.0018172081641960151,-0.2321513158714686,-0.11387841240759088,-0.6339178767115609,-0.11323897618386354,-0.05843053880957097,-0.04894719988409835,0.0825380589659688,-0.5551135139246747,0.4198973266311061,0.007540589148627536,0.2825684347785541,-0.04202461722504965,-0.06336238125970449,0.02621471656451252,-0.051158781410748644,0.19586216786227356,Melco Resorts & Entertainment Limited
HRB,0.7305475018454846,-0.1628156502075284,-0.11981255624730393,0.28176282801847063,-0.08159013304275746,-0.0519390756436977,-0.04899179586127325,0.10232273877786399,0.1448857257453121,0.38084921429954266,0.06431381545091175,0.025515868140840312,0.5188255681684278,-0.06336238125970449,-0.1952840890890044,0.010423153840154258,0.24873896788013788,"H&R Block, Inc."
IPG,-0.2171489348822304,2.0358216886974283,0.5306013366975926,-0.5730109212948998,-0.1353433692518213,0.002511523095485801,-0.033552858519563716,0.07870080312115554,0.5874039483297053,-0.29522467220022874,-0.008120990520968102,0.13833984535286856,-0.004398265180982143,-0.06336238125970449,-0.14474541824224424,0.04740199303178077,0.35813924377916745,"The Interpublic Group of Companies, Inc."
NYT,0.037834160887433764,-0.20547853770508828,-0.11308839935575915,-0.3508389589227605,-0.007364743053607531,-0.053341399421293824,-0.04715624368655114,0.08078916730690433,-0.8021207269254308,-0.6475127513375463,-0.05072437025854997,-0.04252745832208385,-0.05991123425670488,-0.06336238125970449,0.10242831332859588,-0.038961106524907155,-0.25267896332374784,The New York Times Company
JCP,-0.6557136614141316,0.4978545774949063,-0.13524046301542306,-0.2615548992778821,-0.057438524596791045,-0.044291188947766104,-0.050051158083818034,0.06327118834556276,-1.0805493521807,0.4503947574302106,0.04040725540980171,-0.16523807271248564,-0.1429389768293207,-0.06336238125970449,-0.336520876258452,-0.06392033907720081,-0.38395929440258336,
TV,-0.5293837232804516,0.14249784748214467,0.011295240165633392,-1.2175172495221147,-0.07246065905974611,-0.03900693917503827,-0.04392527545035422,0.0974609321372557,-0.19813135803312287,0.27995117221652455,-0.011259778182023426,-0.14023069632012888,-0.08154437242336898,-0.06336238125970449,1.4464130290867028,-0.05902346229821335,-0.3766659426759814,"Grupo Televisa, S.A.B."
SEE,-0.5040285517838111,0.014440347679410156,-0.07556709054945149,-0.5474023150401671,-0.09434373154629758,-0.04462548215066695,-0.047378017600225204,0.08661918848272428,0.6903963551639428,0.9842423077734109,-0.38110280469781566,0.14241081360278712,-0.33171529982557374,-0.06336238125970449,0.09441378530252381,-0.03465779056761514,-0.048465114978892596,Sealed Air Corporation
M,0.20862135878488272,1.4672207358729523,-0.09113210702078109,-0.24840453390383033,-0.040756485773288484,-0.041654152833811686,-0.0497191845549756,0.07482128072634235,-0.10343071276604861,-0.12022072350256445,-0.025474926836679145,0.005742593784093152,0.0012416591082785185,-0.06336238125970449,-0.2680494183326265,-0.03522167334822582,0.7884469956486838,"Macy's, Inc."
TSLA,0.3968829087683289,0.7629658798198328,-0.06225578678967186,-0.6948248321282221,-0.10352853567466053,-0.04489190874460651,-0.049042640399072364,0.06017407031027746,-1.029053148763581,0.17107249403654448,0.02008279633857646,-0.16523807271248564,-0.18846122287835312,-0.028008602071896226,-0.336520876258452,-0.06869850369184918,-0.38395929440258336,"Tesla, Inc."
TPR,-2.0780281148830686,-0.16457170297749316,-0.10622862795951221,0.5246985251917443,0.009427956060598205,-0.05504589352595584,-0.04883283247899364,0.08163136780290112,1.0216304093469355,-0.2932295131759882,-0.04264765479257668,0.4006265140261918,-0.05922638630729466,-0.06336238125970449,0.16275503520999857,-0.03587459025209083,0.1484553816393607,"Tapestry, Inc."
LKQ,0.03587376945181791,0.05654024844808595,-0.026530111711923477,0.5814527336481785,-0.06197559651562094,-0.051974060954013,-0.04783492485018786,0.0739294866794106,0.9535506827954904,0.10181197362362528,-0.029445331434735728,-0.16523807271248564,-0.06812940964962756,-0.06336238125970449,-0.10590152274482621,-0.04307151521514814,-0.38395929440258336,LKQ Corporation
FCAU,0.8218227407987948,8.175198708513884,0.8732970058335504,-0.6144691784478316,-0.12173215349533165,-0.043507884975483004,-0.04825982697263337,0.07059484120001158,0.0781152247044718,-0.5429094139237958,-0.03930824359029927,-0.16523807271248564,-0.04971908536254098,-0.04901290617759408,-0.25571557604264333,-0.0327583959381897,-0.38395929440258336,
LULU,0.31759438670158574,-0.23573294740446807,-0.13382635410622987,2.127658851839328,-0.045653203636903665,-0.0582289940638525,-0.049886096106369196,0.09177580003124695,-1.0268711062459066,-0.9764289676194755,-0.05861016977400547,-0.16523807271248564,-0.043313742776880666,-0.06336238125970449,0.29332973131357565,-0.03692816071060024,-0.38395929440258336,Lululemon Athletica Inc.
UAA,0.30660539047438445,-0.04931637848561304,-0.07233168033730666,0.09419709031488903,-0.02382546129570377,-0.049415215785350665,-0.04718533073625679,0.06110764327097563,-0.4756871662813221,-0.4870449612450627,-0.04691575883889831,-0.16523807271248564,-0.11784131374211078,-0.06336238125970449,-0.336520876258452,-0.06392033907720081,-0.38395929440258336,"Under Armour, Inc."
GTN,0.24498740179756526,-0.24158216920144457,-0.11753581747872625,2.7581842653004456,-0.12964436428060816,-0.058400813528428956,-0.046180287251218165,0.12414654941124571,1.193138951236153,0.7479584747597894,0.01087676448733687,-0.16523807271248564,-0.037029255711704505,-0.06336238125970449,-0.24421686104277193,-0.031853215685104144,-0.38395929440258336,"Gray Television, Inc."
KAR,-0.0058986322480634,-0.005513612331671016,0.11797140436398772,-0.39582705099188537,-0.0862931953976421,-0.04268352831039636,-0.0351952301940281,0.0905627722038782,0.2378407369982467,0.07872513348598538,0.00033755684604078857,0.16858132378083485,-0.018336935210154948,-0.06336238125970449,-0.22573181236863268,-0.023795627530588413,1.029127602626549,"KAR Auction Services, Inc."
DKS,-0.13615164522621223,0.03352731855690881,-0.1284968187033202,-0.2954689994530686,-0.07622310894365382,-0.05029596485622526,-0.04989157609403662,0.07229958838624091,-0.6786171204250526,-0.9322504463684365,-0.05752291961512444,-0.03438552182224676,-0.0414606247961236,-0.06336238125970449,-0.18849231912031814,-0.03940627714117874,0.03176175401372914,"DICK'S Sporting Goods, Inc."
GPK,-0.04143872353914129,-0.030873218303942296,-0.0906835474682932,-0.22833292359606705,-0.11868899550099454,-0.04850943876171206,-0.04788176406062685,0.0734974915459724,0.14619495125591692,0.21753119702957255,0.0019716679479304163,0.08076472296116344,-0.052176480945718834,-0.06336238125970449,-0.1122353196834512,-0.052093639704918974,0.13022200232285575,Graphic Packaging Holding Company
TJX,-0.289468755848619,0.5759456514661477,-0.10603440167328496,-0.12382212509702337,-0.09088559746182358,-0.052864057890131766,-0.04984310600927471,0.08066571380532822,-1.0495643484297217,-0.5240979145523856,-0.044589172933435645,0.004579459998402139,0.09550896508592092,-0.06336238125970449,-0.058875475105758135,-0.014402527527257927,-0.09587190120180539,"The TJX Companies, Inc."
KSS,0.28680955962525406,0.23852262334392102,-0.13524046301542306,0.10457895771545621,-0.06429946262038748,-0.05340860546845195,-0.050051158083818034,0.07420860320185771,-1.0805493521807,-0.015617386088813969,-0.031655426251746846,0.08367255742539098,-0.04472372384919583,-0.06336238125970449,-0.15849658229519475,-0.048458079672034346,0.2724423609915942,Kohl's Corporation
DRI,-0.1683879296308715,-0.15282181014866833,-0.12728600695130457,-0.9931304887711877,-0.1174164021579081,-0.05599847257661064,-0.049814900006617084,0.07819962643053728,0.6223166286124977,-0.49360048375328136,-0.04495158965306266,0.13950297913855958,0.0008388073733313284,-0.06336238125970449,-0.06245694393234831,-0.005335885975859925,0.13751535404945775,"Darden Restaurants, Inc."
VFC,0.1247467433379389,-0.010728583256866734,0.006254458060062401,0.39457912043796795,-0.02844552843256103,-0.05478617041105571,-0.04741321574222131,0.08194515496353032,0.5769301442448678,-0.2977898766599664,-0.04342426204892027,0.17963109474489947,-0.020995756660806355,-0.06336238125970449,0.27684719216303755,-0.01382380572610486,0.08281521609994297,V.F. Corporation
BLL,0.3365656874327631,0.7736989550000093,0.03600960613439594,-0.6041565234966015,-0.12870375180963123,-0.035305762461451604,-0.04651882801727663,0.07597543874295926,0.6759948745472911,0.18218838002874127,0.00435649939761884,0.010976695819702712,-0.05568129103975939,-0.06336238125970449,0.18480957955961533,-0.04529736829650608,-0.22532889434899045,Ball Corporation
ODP,-0.01599201817472952,0.1036421967881807,0.040246001907892626,-0.4200514082598756,-0.08499293698187989,-0.05006102504156946,-0.04647529429540784,0.06659112803576771,-0.13485212502056165,-0.265012264118873,-0.03518575340454207,0.1406661129242506,-0.08887627399940783,-0.06336238125970449,-0.13329309920293458,-0.04841356261040718,0.3234958230778081,The ODP Corporation
JMEI,0.06084370474872796,-0.21959312109957296,-0.13456971193932038,-1.0256603399596318,-0.08972366440944031,-0.051168175554162754,-0.04978716264600626,0.06724813947783319,-0.8370334072082231,-0.9764289676194755,-0.05861016977400547,-0.16523807271248564,-0.09572475349351006,-0.039290616900946804,-0.10847275694628127,-0.05945379389394256,-0.38395929440258336,
GME,0.2305140550201867,0.01793402883117611,-0.11732300089104589,-0.18818970298054016,-0.07827032432166244,-0.04973720296651124,-0.04968131827759296,0.06708197392838497,0.16845178493619703,-0.5141221194311834,-0.046660125617018544,2.4349475051997724,-0.10225095159965453,-0.06336238125970449,0.3523753260259181,-0.05707955060716075,1.3865018372300457,GameStop Corp.
LB,-0.6414976248977003,-0.000994422782123016,-0.10513713304845837,-0.14804648236501355,-0.06930684077470581,-0.05399114758307958,-0.04949144951446605,0.08536545436513301,-0.13834339304884088,1.0500825555733466,-0.30759692788489523,0.3389804233845682,-0.6344583786383868,-0.06336238125970449,-0.13758846716462028,-0.02554663195458999,0.8048570370335382,"L Brands, Inc."
TIF,0.014856781065926087,-0.11393939852428804,-0.11241376578881737,2.533935929448193,-0.02056098271996032,-0.04969265174267617,-0.04878658063325332,0.09498104973353806,-1.0805493521807,-0.45341228055072325,-0.048566049258628424,0.2168513758870119,-0.06244920018687218,-0.06336238125970449,0.20091047451843572,-0.04773096766545742,-0.050288452910543076,
DLPH,-0.01599201817472952,0.07496272464681838,-0.037155440871405654,-0.2996217464132955,-0.11650345475960697,-0.04240597002681102,-0.04592913885404975,0.07720617461001833,-0.9954496939913935,0.14456538128592097,0.11105262882852322,-0.0675348347144406,0.3853205032069292,-0.06336238125970449,-0.2834708369658004,-0.03407906876646208,0.482126223131401,
NCLH,-0.06338686231685935,-0.20731332866220475,-0.13029584154849827,-1.1488584997796965,-0.09904679390118222,-0.05670659482959381,-0.049843056020789714,0.09707320259236066,-0.4473206135515533,0.24033301444946367,-0.02338132310811956,-0.16523807271248564,-0.04407916107328033,-0.06336238125970449,-0.18829027219529113,-0.04577221695386244,-0.38395929440258336,Norwegian Cruise Line Holdings Ltd.
WEN,0.34323016535166606,-0.23673255736983154,-0.124285392744912,0.3516674018489568,-0.041420447517507494,-0.05782419200477776,-0.04847329654923787,0.1366035780498569,0.995882307638376,0.8725134024159448,0.0803378118401344,-0.06288229957167657,0.17728786728020043,-0.06336238125970449,-0.21547082186503794,-0.017845180293091532,0.013528374697224189,The Wendy's Company
GPS,-0.04300248755594872,0.17699211947699825,-0.13524046301542306,0.014602773577206773,-0.0600390414283155,-0.05240814791969433,-0.050051158083818034,0.07829275733328753,-1.0805493521807,-0.5309384597783531,-0.04575408381795103,0.08250942363969996,7.338907693166278e-05,-0.06336238125970449,-0.12477420218623955,-0.03504360510171718,0.1648654230242151,"The Gap, Inc."
MGA,-0.09844502997003024,1.9069726420405078,0.5247899984953607,-0.4754213677295676,-0.1287867470276586,-0.045730773304110614,-0.04639323819729086,0.07474904684749085,-0.6533054272200284,-0.49502559734202456,-0.04535607259907494,-0.05008782792907542,-0.022123741518658483,-0.06336238125970449,-0.23423125301476957,-0.025264690564284653,0.14480870577605792,Magna International Inc.
AEO,0.003910432948274097,-0.16039892668841627,-0.127019961296729,0.11150020264916771,-0.0759464582168959,-0.053490833180318886,-0.04958063522025525,0.07508694331099458,-0.9321704609788323,-0.9764289676194755,-0.05861016977400547,0.08774352567530952,-0.04258860965397573,-0.06336238125970449,-0.11397591652646182,-0.0355629708207007,0.1484553816393607,"American Eagle Outfitters, Inc."
SFIX,0.2248390132428274,-0.2227788643756714,-0.13524046301542306,0.7593287284445641,-0.02886050452269791,-0.05325107371102524,-0.050051158083818034,0.06979780621892648,-1.0805493521807,-0.9764289676194755,-0.05861016977400547,-0.16523807271248564,-0.05116935160835087,-0.06336238125970449,0.5751582521362735,-0.03909465770978862,-0.38395929440258336,"Stitch Fix, Inc."
IP,-0.6557136614141316,0.602317382082535,0.2040699184665233,-0.23871479099663423,-0.10101101406116345,-0.04981421957970882,-0.04660550805025551,0.08407399451314647,-0.6419588061281207,0.46265073429340203,0.015898824745025384,0.06273614928295278,0.0015236553227415425,-0.06336238125970449,-0.21349674857532944,-0.041721164345791,0.485772898994702,International Paper Company
DAN,-0.1510443650808255,0.16969189020465147,-0.015176022799499318,-0.11828512915005417,-0.12311540712912125,-0.04571384334974825,-0.04656971004643948,0.07477101806642346,-0.7650260041249638,-0.11765551904282667,-0.015712326451726648,-0.0861449752854968,0.019329702007407336,-0.06336238125970449,-0.2671349689163931,-0.039599184408229765,0.1502787195710112,Dana Incorporated
BBY,-1.656522632170885,1.4689588856997016,-0.015823942153092928,-0.39997979795211225,-0.08742746337734957,-0.048736158251706366,-0.04948355758239769,0.06984909343688728,-0.938280180028321,-0.6805753865963884,-0.046472445530068844,0.07204121956848085,0.0029739215685514226,-0.06336238125970449,-0.030810408897559673,-0.027178924214252477,-0.019291708072484686,"Best Buy Co., Inc."
SBH,-0.026602867830593735,-0.13813566081751608,-0.12613315906146041,0.3578965222892971,-0.035666112400942744,-0.052173966527849565,-0.04952635397411283,0.0806765423842983,0.18590812507759322,1.4348632245340092,-0.2723972039911222,-0.16523807271248564,-0.49567595594908,-0.06336238125970449,-0.20826747482685218,-0.02127299403838275,-0.38395929440258336,"Sally Beauty Holdings, Inc."
YUM,-1.7432404549211151,0.05532163160455207,-0.08734427079977228,-0.6276887562712206,-0.09655693736036094,-0.044757618976550104,-0.04780170750190962,0.13080608603427657,-0.2701387611163821,5.97442005011658,-0.09973152399739833,0.009231995141166191,-0.1869303862855538,-0.06336238125970449,-0.04991357149789276,0.13953747157945695,-0.09769523913345593,"Yum! Brands, Inc."
GIII,-0.09443752927604829,-0.16607242153790844,-0.10741427053663824,0.6430518135582108,-0.055778620236243526,-0.05166748688159274,-0.04765882166611607,0.07144824649990568,0.6314812071867306,-0.39441257797675505,-0.047320241784910594,-0.16523807271248564,-0.0862577377222511,-0.06336238125970449,0.1036331116593126,-0.04767161158328788,-0.38395929440258336,"G-III Apparel Group, Ltd."
CARS,-0.03887983696618368,-0.24116988006253964,-0.12478513792633378,-0.3079272403337493,-0.017822140525056908,-0.05749114652972732,-0.04629932857966978,0.08397480190887782,2.938336556872237,-0.21769849297259897,-0.044844806155315414,-0.16523807271248564,-0.09894756737308756,-0.005288599858554746,0.24853068978147205,0.007321798546795537,-0.38395929440258336,"Cars.com, LLC"
GT,-0.38276576029865333,0.7511030072522692,0.06686053535550711,-0.41243803883279284,-0.09874247810174851,-0.04220995442803749,-0.04705931601414857,0.07686077402977883,-0.8981305977031098,-0.0027913637901252103,-0.02027165821917712,-0.04950626103622998,-0.04992051123001458,-0.06336238125970449,-0.23190995834279243,-0.048146460240644236,0.13386867818615678,The Goodyear Tire & Rubber Company
ARMK,-0.07964005686609509,0.09892225093364315,0.03453563944492075,-0.463655251342258,-0.13346214430986747,-0.05329726410674222,-0.047464978818432174,0.07110553804118089,1.383849467280906,0.5284909820933377,0.01876256400279235,-0.05939289821460353,-0.033081308709222046,-0.06336238125970449,-0.05779489821783584,-0.013556703356341904,-0.20527217710083503,Aramark
APTV,-1.5086758524000008,0.548434737453309,0.11032097199655547,-0.37506331619075084,-0.12104052667843686,-0.04462110287056455,-0.0461217069953663,0.07940389029907421,0.28453644687648166,0.01573511286353633,-0.017970959222259247,-0.038456490072165304,0.015704036392882623,-0.06336238125970449,-0.10843085091738677,-0.023498847119740686,-0.12322197017656282,Aptiv PLC
CTB,-0.06583344220133715,-0.14635050452869827,-0.08165479127596623,0.05613024317947566,-0.11600548345144272,-0.0499434450406077,-0.045609162561605784,0.07082885704052864,-0.8501256623142702,-0.6395321152405844,-0.05001571613713645,-0.004725610287125935,-0.08226950554627392,-0.06336238125970449,-0.01818921098087145,-0.05396335629325965,-0.14692536328801925,Cooper Tire & Rubber Company
SKX,0.138142514547372,-0.03838428515027375,-0.0858690082715899,0.7427177406036566,-0.03242929889787508,-0.045987389332010714,-0.04731159540078996,0.07568423970112295,-1.0805493521807,-0.8909221522948839,-0.05706666285202259,-0.16523807271248564,-0.04899395223963604,-0.06336238125970449,-0.15901741436859776,-0.040415330538061005,-0.38395929440258336,"Skechers U.S.A., Inc."
FL,-0.10555304822824581,-0.15621120231082936,-0.13524046301542306,1.5961072409302846,-0.086708171487779,-0.05609922048421791,-0.050051158083818034,0.07480699930050051,-0.8536169303425495,-0.8863617888109057,-0.05700518144422872,0.1581131197096158,-0.06317433330977712,-0.06336238125970449,-0.030279100316933063,-0.04560898772789619,0.1119886230063508,"Foot Locker, Inc."
BBBY,-0.2479820964827179,0.16875189877834548,-0.13524046301542306,-0.0006239652769585417,-0.05760451503284581,-0.05040057827364358,-0.050051158083818034,0.07270030242245999,-0.6367219040857018,-0.3724658287101098,-0.041896934444777885,-0.055321929964685046,-0.04931623362759379,-0.06336238125970449,-0.22886129474071795,-0.04367991505738598,0.09375524368984592,Bed Bath & Beyond Inc.
MAR,-0.14393634682260995,0.02507782461911545,0.06940237281960511,-0.9792879989037648,-0.1277078091933027,-0.05576022995293906,-0.04770758543322731,0.08423169906245527,2.1274895573043833,0.14798565389890475,0.07732522285823491,0.0010900586413290989,0.23670849818491088,-0.06336238125970449,-0.03839989005913043,-0.22008619126527362,-0.12139863224491233,"Marriott International, Inc."
SHOO,-0.019095378946266443,-0.21882683311459167,-0.10995361600322244,0.8956772536386808,-0.06510174972798544,-0.05475030435166954,-0.04637614213542305,0.08032632543093413,0.10517255192363581,-0.9764289676194755,-0.05861016977400547,0.03365780464067747,-0.04399859072629089,-0.06336238125970449,-0.04988513526400002,-0.025383402728623744,-0.05940514256879555,"Steven Madden, Ltd."
