Ticker,Net cash flow / Change in cash,Average Payables,Average Receivables,currentRatio,SG&A to Revenue,daysOfPayablesOutstanding,daysOfInventoryOutstanding,eBITperRevenue,Debt to Assets,Debt to Equity,Payout Ratio,ROE,R&D to Revenue,PE ratio,Dividend Yield,Name
CX,-0.12220654806618185,0.09330245989228625,0.1547535936069991,-0.4944565605404095,-0.05573844440854691,-0.05819797229120753,-0.025760153769348676,0.04966314289182483,0.2006725299557716,0.02223604982552697,-0.057846595195705654,-0.015926656952554036,-0.049349916535160306,0.16543932002546985,-0.205898098057346,"CEMEX, S.A.B. de C.V."
CZR,-0.31019838788676096,-0.05848678277728766,-0.0857473930063628,-0.29461322525797606,-0.05498108331630875,-0.07086937016896408,-0.030497563125245552,0.050433015257280105,0.9307517556931766,0.36989314159480813,-0.057846595195705654,-0.01592644511798669,-0.049349916535160306,-0.0888574649863049,-0.205898098057346,"Caesars Entertainment, Inc."
F,-0.5198195589662746,1.5398923947093026,21.650451336838188,-0.282384251412033,-0.05945252314233733,-0.062580828175964,0.015135597189740621,0.04905963212789833,0.6537280318462747,0.2553738141610137,0.06554848618141246,-0.015926393985504914,-0.049349916535160306,-0.15542662686237108,0.4915566732014129,Ford Motor Company
AMD,-0.018766303204786148,-0.017879213790444493,-0.02020654745414767,-0.1757914047548578,-0.05905879568710093,-0.060041067082799895,-0.021661311626597225,0.049382808453481024,-0.0035243325748060867,0.013928229032301403,-0.057846595195705654,-0.01592547303893759,-0.04643864189392879,0.2701531844136738,-0.205898098057346,"Advanced Micro Devices, Inc."
SNAP,0.030618777611232346,-0.08078215098896575,-0.11606907889275389,0.5437103101810749,-0.04258493802182797,-0.07291553265414683,-0.014492842815240513,0.03887837422120226,-0.55555998851954,-0.058219020318894116,-0.057846595195705654,-0.01593002214412922,-0.04075278451335653,-0.23141672008470596,-0.205898098057346,Snap Inc.
FB,0.6073187261755579,-0.007219726931398159,1.0460821048724591,0.811652602805618,-0.056162265682017924,-0.07308597850534752,-0.025237277304798054,0.05296724091604974,-0.55555998851954,-0.058219020318894116,-0.057846595195705654,-0.015925492143381327,-0.04693152134786189,-0.07311495752682609,-0.205898098057346,"Facebook, Inc."
WFC,-13.155437984759226,-0.08448287828047209,-0.17374120506537008,-0.45021286240666086,-0.049875165489166755,-0.07541706461634984,-0.034094370282855176,0.051823298822686534,-0.20027756563382562,0.06650058664642453,0.015042592408452482,-0.015926327119951827,-0.049349916535160306,-0.13264936825542842,0.11080330317749863,Wells Fargo & Company
AIG,0.20629088930915412,-0.08448287828047209,1.7587592603916915,-0.38831803784963337,-0.05346385331364623,-0.07541706461634984,-0.018948311780883256,0.0490233074187328,-0.41433220773484497,-0.013443008163321285,-24.54555266693387,-0.01592696936639872,-0.049349916535160306,-0.23141672008470596,0.08322537217109365,"American International Group, Inc."
T,-14.042083055952691,2.7309994093126706,3.734529410290992,-0.35575809448769125,-0.05583624931780945,-0.05123023498188535,-0.02398878875080514,0.05049587093024956,0.11215369299670339,0.011838486950628124,0.07645316779148337,-0.015926377690538198,-0.049349916535160306,-0.13890720204044746,0.41771898695845755,AT&T Inc.
C,2.3574548364108496,4.4807142947913,6.537968629195729,-0.40743418707509493,-0.04683318202928305,0.009347845076391465,-0.00237581742343668,0.05172875352638206,-0.09164081118406021,0.10641027633208686,-0.013845248348051136,-0.01592645186073154,-0.049349916535160306,-0.1595283071111878,0.057426662519940566,Citigroup Inc.
VALE,0.5968222316001479,0.18936441507455154,0.30331615618015695,-0.19513873651112587,-0.06087696387210975,-0.06623368845511685,-0.029374998539814234,0.05103723128888917,-0.10431509920319952,-0.025360383461255243,0.02173844953744338,-0.015926092247672913,-0.049215853323690495,-0.13910674324174124,0.1641799438350567,Vale S.A.
MS,2.1141831386042855,13.369276064914981,9.778740730141667,-0.18050243194133828,-0.04623130566459047,0.352755647909363,0.05253022963446992,0.05131420813025271,-0.08620897346157193,0.12309898582349163,-0.01403655855173659,-0.015926356338512842,-0.049349916535160306,-0.15526588533910665,0.040524059645047156,Morgan Stanley
JPM,-47.06868579662323,13.913997597467063,12.637085178884874,-0.39853268925088925,-0.047971731485826494,0.0971335111721341,0.009669896891007,0.0520684898675204,-0.14616036758384993,0.09378414235610287,-0.0054275993858911385,-0.0159262962157046,-0.049349916535160306,-0.13165812886196437,0.02006301405964989,JPMorgan Chase & Co.
ORCL,-0.03605464721134398,-0.043585255229437174,0.7749193555212001,0.22539194619115438,-0.05504879440733666,-0.0741324452855556,-0.02559343979310098,0.0521540885259326,0.3290248435464203,0.0372953450364662,0.10935852282538154,-0.015926533897460536,-0.047319253184955924,0.26467503939667303,-0.06089155760431321,Oracle Corporation
NKE,0.15072121214521825,0.07240011368923363,0.47848565601249893,-0.04401052241499398,-0.053303352949728204,-0.0694286638380772,-0.027829603734603543,0.04985752674126804,-0.2153660037518486,-0.029846752825406962,0.06440062495929973,-0.015925861870557226,-0.049349916535160306,0.3259692926644636,-0.11159936622899337,"NIKE, Inc."
PG,-0.9115857829720224,0.639782120006295,0.6698358361614765,-0.3506474785520733,-0.054093315678387204,-0.06061453024949912,-0.02952381777538703,0.050649154695894046,-0.023642250065503294,-0.01499204774833784,0.08429688614258699,-0.015925932669378143,-0.049349916535160306,-0.03894537440898072,0.11169291385512463,The Procter & Gamble Company
GSM,0.027296328357686358,-0.06730504269360287,-0.1472935194770355,-0.17871175671806808,-0.05747385459341049,-0.06414796052253778,-0.029149367647911355,0.04926906027877207,-0.025050504289852175,-0.004945210817216328,0.033982302573312466,-0.015926649647913783,-0.049349916535160306,-0.17266292192597976,0.46575796355025983,Ferroglobe PLC
BBD,-3.691707212081919,-0.08448287828047209,-0.17374120506537008,-0.4268291153917639,-0.05113910585502116,-0.07541706461634984,-0.034094370282855176,0.05075911193956392,-0.34653482579119504,0.021541904728467662,-0.03699378299399113,-0.01592621923603424,-0.049349916535160306,-0.10623233032858985,-0.13472924384726853,Banco Bradesco S.A.
PFE,-0.04871218478757381,0.2537926740831411,1.3030640332720598,-0.21539867825589723,-0.05447951967906494,-0.06708455519240206,-0.024343343927071395,0.05079585252221794,-0.028872908613084686,-0.010118418487931985,0.0791315106430797,-0.015925980430487492,-0.04738891348111181,-0.019185252669748763,0.07166043336195603,Pfizer Inc.
JD,0.35874834036291986,0.7440102544101789,0.44948267939192416,-0.4784858857416033,-0.05817353586736561,-0.05881548149570359,-0.03174955204767388,0.04871254769874638,-0.4169475370086355,-0.04059504164408314,-0.057846595195705654,-0.015927203114886827,-0.04900424374480189,-0.23141672008470596,-0.205898098057346,"JD.com, Inc."
NOK,-0.3785994796499797,0.2883571749046596,1.0844351275110689,-0.22972665507539766,-0.05738608095689282,-0.055185626821063295,-0.020065179338095724,0.04858627364261068,-0.31555323285552117,-0.03569218522169584,-0.8103270193517036,-0.0159271722106396,-0.046658137544080325,-0.23141672008470596,0.20866047771635515,Nokia Corporation
TWTR,0.09555719362457912,-0.07302012294740476,-0.041662493164800155,0.3546175205632093,-0.052413077493620445,-0.07085304614662773,-0.017195716595123475,0.05043955698895273,-0.017003337293573246,-0.029006471918440434,-0.057846595195705654,-0.015925973687742647,-0.04695780825207165,-0.06547881136990737,-0.205898098057346,"Twitter, Inc."
AVGO,-2.119300100001562,-0.01501492990655109,0.35104007284439126,0.20951253239119844,-0.059964118052326015,-0.07169668105379282,-0.02369809743946248,0.050882711207570826,0.14655533190579578,-0.010271861088334567,-0.01212345651488205,-0.015924384647539837,-0.046974894739808,-0.16209555247412966,0.07699809742771187,Broadcom Inc.
AMAT,-0.4701155699474208,0.10300081746146188,0.24995627221462258,-0.0078711668702667,-0.059778539506545804,-0.060333772786683525,-0.02531758932956355,0.051397304305924096,0.05019050712535571,-0.0015475532368734164,-0.022836827921267497,-0.015924249230747447,-0.047812132638889025,-0.14350034487763594,-0.03420323727553414,"Applied Materials, Inc."
ZNGA,0.06839133950213169,-0.08282416785763361,-0.15598727174738605,-0.21722389823290364,-0.05223753022058511,-0.07259062434440222,-0.02751049871825712,0.049008630341833205,-0.46181049301289057,-0.05364496946879807,-0.057846595195705654,-0.015926914300649117,-0.04543316780790526,1.5838539305740509,-0.205898098057346,Zynga Inc.
XOM,-0.02710175477937653,2.6008376480066286,4.398482719463502,-0.34809217058426434,-0.06024248587099633,-0.06313553050800377,-0.028546197017617875,0.04973627638328072,-0.3358723295211254,-0.04381733625253739,0.06880075964406518,-0.01592635802419905,-0.0492828849294254,-0.10233019128106689,0.21577736313736284,Exxon Mobil Corporation
QCOM,-7.7812327621492505,0.053147775178507085,0.4203988317297451,-0.22288208016162356,-0.0579227540487437,-0.067697819627045,-0.025722399795509616,0.049214773803754316,0.4509394235400459,1.4239634316651055,-0.1921463581828947,-0.01596153211460062,-0.04607982565146549,-0.23141672008470596,0.08589420420397156,QUALCOMM Incorporated
VIPS,0.006376317410090168,0.039261676255176764,0.06505320615067454,-0.473594296203226,-0.05948010914238574,-0.0622575968123342,-0.02693222356550936,0.0490515610751403,-0.2489629259613131,-0.03011710407373532,-0.057846595195705654,-0.015926275987470054,-0.049038416720274584,-0.12310741886578247,-0.205898098057346,Vipshop Holdings Limited
CSCO,-0.8436672886605452,0.03476559886035576,2.564702584477599,-0.08398283991143465,-0.0554475374989455,-0.07172568698112242,-0.013764391141200103,0.05137687493929253,-0.08278892748815343,-0.014977434167347118,11.803386033302468,-0.015926954757118212,-0.047662297284893365,19.24694545250557,0.05564744116468861,"Cisco Systems, Inc."
AXP,-1.66949443540237,0.8912589936605309,10.276614809322641,-0.1691300958011483,-0.04671531457453075,-0.043728102109882414,0.06852694910233689,0.05078225824900911,0.10068648002700596,0.14345570414356765,-0.02302813812495295,-0.01592522411927357,-0.049349916535160306,-0.12037388916842914,-0.0715668857358248,American Express Company
BMY,0.47456894183948894,0.06562009993875177,0.9411803909095516,-0.20736771035706894,-0.056177312591135245,-0.06739667678802122,-0.016859716943369414,0.051189594132399006,-0.13288254203998967,-0.019946051704192662,0.0439304331649561,-0.01592499823732112,-0.04565397780326729,-0.07188445345218104,0.06810199065145218,Bristol-Myers Squibb Company
V,-0.3046414201703674,0.07986900584217085,0.31204281522733124,-0.20736771035706894,-0.058098301321779046,-0.06450698420480558,-0.025269709289893482,0.05480102750352989,-0.07232761039299082,-0.02248881479657833,-0.02226289731021112,-0.01592526682332428,-0.049349916535160306,0.0830306514948515,-0.15696951078791774,Visa Inc.
GRPN,0.0019942194632316034,-0.030371733564908528,-0.158488914007576,-0.31104020505103386,-0.04918802330614274,-0.05038476591490718,-0.03237636802392901,0.04869442926692325,-0.3085119617337771,-0.019566098598433886,-0.057846595195705654,-0.01592713231606591,-0.049349916535160306,-0.23141672008470596,-0.205898098057346,"Groupon, Inc."
GERN,0.012797582144758114,-0.08442903699480649,-0.17359539713712355,3.5126131247797256,0.37885641599047026,0.01268504645171421,0.03732832596873511,-0.18731857592028434,-0.55555998851954,-0.058219020318894116,-0.057846595195705654,-0.015927822885517556,0.11626283736720355,-0.23141672008470596,-0.205898098057346,Geron Corporation
KEY,0.0167365460943951,-0.08448287828047209,-0.17374120506537008,-0.49175284187475454,-0.04817235694072402,-0.07541706461634984,-0.034094370282855176,0.052068742468665,-0.3453277507417532,0.010165231927190429,0.004711841409437944,-0.0159262962157046,-0.049349916535160306,-0.15249263216186612,0.1339331807957738,KeyCorp
RF,-0.12218764681544457,-0.08448287828047209,-0.17374120506537008,-0.4926149323031354,-0.04940118785197136,-0.07541706461634984,-0.034094370282855176,0.052246747411245194,-0.3310440293233581,0.00969029054499196,-0.0010274647011256934,-0.015926337795964505,-0.049349916535160306,-0.15167137231024494,0.10012797504598703,Regions Financial Corporation
KR,0.022293513810788687,0.3388510284073679,0.12496506190353272,-0.35849592445320094,-0.0569346736833734,-0.07084963984983202,-0.033224439431542754,0.048896629610660276,0.28758193351558387,0.10612531150276779,-0.013462627940680226,-0.015925423030246622,-0.049349916535160306,-0.1067690592079958,-0.05288506150567948,The Kroger Co.
HAL,-0.08699351794495186,0.11753977742907269,0.7598295075854612,-0.07759456999191214,-0.06096975314499985,-0.06338804190969803,-0.0198755522358142,0.04965572530288445,0.24292015668623584,0.02091352074586661,0.015042592408452482,-0.01592599166839558,-0.049349916535160306,-0.10149784580715161,0.035186395579291346,Halliburton Company
BABA,2.76600175687755,-0.08448287828047209,-0.17374120506537008,-0.44680006694077173,-0.05687197822871792,-0.07541706461634984,-0.034094370282855176,0.05193225603087158,-0.20329525325743023,-0.033142115338814816,-0.057846595195705654,-0.01592598436375532,-0.048155176738826466,0.1824372742097554,-0.205898098057346,Alibaba Group Holding Limited
MRO,0.2921151684845662,0.02345349035687802,0.022699526194459183,-0.21047058431797985,-0.05973339877919386,-0.053999423265382006,-0.023408388374364448,0.051076047167796006,-0.03671889643445655,-0.02509003221292688,-0.028384823828145674,-0.015926460851058005,-0.04877291898775595,-0.12951398474991402,-0.08224221386733643,Marathon Oil Corporation
GILD,3.210449380877265,-0.02632703841002883,0.4787583641077231,0.11533118157766693,-0.056638751137399544,-0.07200248789919839,-0.024293142214459475,0.0524710306019219,0.30769985100628117,0.03512522825934396,0.046034845405496086,-0.015925535409327445,-0.04636898159777291,-0.09383583319821333,0.11880979927613233,"Gilead Sciences, Inc."
GM,1.7582284843264075,1.5915220181354317,9.677838734908715,-0.3342204987590155,-0.05959045314257938,-0.0609154372679755,-0.008169855853216248,0.04931605461391503,0.37308308285104747,0.13911547058932314,-0.006001529996947502,-0.01592581017618005,-0.049349916535160306,-0.17633411050904232,0.19798514958484353,General Motors Company
FCX,-0.06414820622200045,0.10122423631828749,0.02179049921037853,0.08631018394326481,-0.060638721144418935,-0.06193999893955885,-0.031193422082986876,0.05100593445346411,-0.024648145940038158,0.024866494403856968,-0.04177653808612748,-0.015925476410310013,-0.04927631320337296,-0.17820758067674508,-0.07690454980158061,Freeport-McMoRan Inc.
CRM,0.3035378243460419,-0.01818145012533228,0.4732717499399075,-0.32764970684179234,-0.047530355485051946,-0.07472744672891693,-0.009844639277378688,0.04918496917188166,-0.3982378737422871,-0.04610436167758541,-0.057846595195705654,-0.01592677382679809,-0.04741388604011108,1.8731886724500422,-0.205898098057346,"salesforce.com, inc."
ATVI,-0.13700622739249413,-0.06359898565866702,0.003791764925581587,-0.07960231196661924,-0.05490334095253596,-0.07219085611200113,-0.025098780584305192,0.05115609003219682,-0.2551994803834293,-0.04108459660727233,-0.030489236068685668,-0.015926074828915386,-0.04742045776616353,-0.0506545629571231,-0.1409565185906503,"Activision Blizzard, Inc."
SQ,-0.01698622121296807,-0.02459120986287338,-0.08415941376787231,-0.12304254741937214,-0.05553029549909073,-0.05212200348300212,-0.02688153965928644,0.04868570388878425,0.08740865448314575,0.010165231927190429,-0.057846595195705654,-0.01592716153462692,-0.047367883957743995,-0.23141672008470596,-0.205898098057346,"Square, Inc."
NUE,0.15343239494996094,0.010130473283116993,0.23842190152171838,0.0602095382720729,-0.060375400234865935,-0.06996814264366848,-0.027578845197860757,0.04994250648046761,-0.07373586461733964,-0.02620066436822177,-0.01824538303281659,-0.015925614074684017,-0.049349916535160306,-0.16708593011019,0.05831627319756653,Nucor Corporation
SWN,-0.20615960341872547,-0.04307766061710164,-0.08202038237163212,-0.29516079125107797,-0.05987885223399456,-0.06033581656476095,-0.024287855943761105,0.05061083010101456,0.24895553193344505,0.013489821602579737,-0.057846595195705654,-0.015925691616249783,-0.049349916535160306,-0.19754367736322778,-0.205898098057346,Southwestern Energy Company
LOW,0.023837115954231353,0.3955928547148765,-0.17374120506537008,-0.3086674190809255,-0.05595662459074796,-0.06623219492498335,-0.034094370282855176,0.049567910714855785,0.41331891783244196,0.15322488303586546,0.015999143426879754,-0.015923671040376623,-0.049349916535160306,-0.002160508231585792,-0.06711883234769497,"Lowe's Companies, Inc."
RAD,0.07691356693607863,0.03390529850596307,0.1571651611498281,-0.2519030777960257,-0.05581869459050591,-0.06808121143254363,-0.028435113896861507,0.04936521284941973,0.20348903840446925,0.09656802953483545,-0.057846595195705654,-0.015923657554886922,-0.049349916535160306,-0.21137853398626366,-0.205898098057346,Rite Aid Corporation
VEON,0.1985728785919408,0.023417233598854052,-0.05265881078582701,-0.37328020626695296,-0.051031269673013746,-0.060343965474787604,-0.029954809568508146,0.050097237758171285,0.5652091948872068,0.09819013702480564,0.1103150738438088,-0.015926751350981927,-0.049349916535160306,-0.16591085414701545,0.8963295315212284,VEON Ltd.
SLB,-0.09255048566134544,0.6500427825270777,1.2775203750193935,-0.2885899993338549,-0.0608970264175995,-0.04562244856710869,-0.018439133186689573,0.04963385495567105,-0.0974750072563624,-0.025784177309986184,0.19066535939169968,-0.01592663672431949,-0.04906864666011582,-0.014982878018427306,0.2869462173474403,Schlumberger Limited
FLEX,-0.09602389920452012,0.26384344623172307,0.2544467746132826,-0.27106788755459316,-0.06022994678006524,-0.056161295032486694,-0.027643512718802686,0.04897260824580523,-0.12423183751898983,0.012963732686913731,-0.057846595195705654,-0.015926170913029485,-0.049349916535160306,-0.04905176673376791,-0.205898098057346,Flex Ltd.
FOXA,0.7805108866698248,0.05332905896862693,0.1467817095214684,0.07754912805363397,-0.05824877041295218,-0.058847788910696745,-0.022325935153759302,0.0507294510358361,-0.55555998851954,-0.058219020318894116,-0.057846595195705654,-0.015925687682981957,-0.049349916535160306,-0.1316876905214153,-0.205898098057346,Fox Corporation
ABBV,-0.6071874402851293,0.7188581092565672,0.7781918526638905,-0.3219915249130724,-0.055570420590070224,-0.040578692497135437,-0.023379063859206576,0.05054013244744533,0.8108489674486208,-0.40695021029099343,0.12925478400866877,-0.015930752046259152,-0.045204471741280304,0.000641382803247802,0.14016045553915557,AbbVie Inc.
GIS,-0.09875576627798495,0.0919425062641519,0.10935706858686789,-0.3988332859450429,-0.05669392313749637,-0.05873121495343434,-0.02711961828996218,0.05025293927555736,0.4835304498749755,0.1299965960511125,0.04373912296127065,-0.015925019027451068,-0.049349916535160306,-0.12506680260626452,0.2042124243282253,"General Mills, Inc."
VZ,0.3319401037853869,1.5011339203816818,4.243675424074566,-0.3347680647521174,-0.05527951368046882,-0.05897269519396711,-0.021590572037961216,0.05044119057314387,0.3032739091583278,0.09722564067941798,0.0628701433298161,-0.01592532694613252,-0.049349916535160306,-0.0932889424983711,0.16951760790081255,Verizon Communications Inc.
XRX,-0.0533429912179018,-0.004754267385768396,0.7222866931429303,-0.23784888397307624,-0.05513907586204055,-0.06480246735069187,-0.002609074118002414,0.04932250188122516,0.15178599045337718,0.01813694035762939,0.07874889023570882,-0.015926563677916956,-0.04881892107012304,-0.10102855446336806,0.24424490482139383,Xerox Holdings Corporation
CVLT,0.014974678607869645,-0.08445104484692705,-0.1462701368983575,-0.1372792632400222,-0.043254525477548454,-0.07531298914809939,-0.01898442272464039,0.04870579591507672,-0.55555998851954,-0.058219020318894116,-0.057846595195705654,-0.015927829628262405,-0.04763863907110458,-0.23141672008470596,-0.205898098057346,"Commvault Systems, Inc."
X,-0.15738177568593728,0.1165245882044016,0.1926875722175414,-0.22561991012713323,-0.06064122896260516,-0.05534907666269127,-0.024108283471220064,0.04947533446911335,-0.11940353732122251,-0.016818745372178114,-0.05172466867777112,-0.015925478095996225,-0.049349916535160306,-0.20471330358193648,-0.10804092351848951,United States Steel Corporation
MAT,-0.13507363750890392,-0.04423312723856745,0.01667585888444873,-0.16137216693650705,-0.049942876580194674,-0.06402122007945435,-0.0200881817592427,0.04825169716374091,0.5412688730732769,0.25949484400039735,-0.057846595195705654,-0.015931531395184648,-0.049349916535160306,-0.23141672008470596,-0.205898098057346,"Mattel, Inc."
MIK,0.05380862133260017,-0.0482163309318385,-0.16924861190464666,-0.18181463067897902,-0.054732809315873064,-0.06680201597433946,-0.03377576531914239,0.050013423364182026,1.829217950827718,-0.1902015770366017,-0.057846595195705654,-0.015928422427913733,-0.049349916535160306,-0.11977249415897426,-0.205898098057346,"The Michaels Companies, Inc."
DVN,-0.058899958934295386,0.01616588199406063,-0.0061166292008975375,-0.1376443072354235,-0.05971584405189033,-0.0629878282384852,-0.028902127338626613,0.05204637593228286,-0.09767618643126942,-0.022788393206888136,-0.04847239521511839,-0.01592509432143522,-0.04913304957542974,-0.19750395388334058,-0.08757987793309224,Devon Energy Corporation
IBN,0.41805862530241344,-0.08448287828047209,-0.17374120506537008,-0.46969918947088934,-0.06123558187273907,-0.07541706461634984,-0.034094370282855176,0.05202306042767529,-0.14515447170931506,0.09329458739291369,-0.057234402543912204,-0.015926577163406654,-0.049349916535160306,-0.026544258269315016,-0.20500848737972002,ICICI Bank Limited
MPC,-0.3836738499146317,0.6191157679326338,0.7851004577429034,-0.2524506437891276,-0.060611135144370526,-0.06505759898069051,-0.030165206714107943,0.04919208199861406,0.04013154838000705,-0.0010433846926934992,0.007772804668405218,-0.01592652490713407,-0.049349916535160306,-0.12971260214934996,0.07166043336195603,Marathon Petroleum Corporation
PM,-0.5584096125523412,0.07178374880282619,0.4900302987103232,-0.29497826925337733,-0.05890832659592779,-0.0729393243271507,-0.031183921082947905,0.05002290408002694,1.0496486480631977,-0.24447641683614396,0.11127162486223605,-0.015930536840319382,-0.049349916535160306,-0.11001345133273553,0.39280988798493044,Philip Morris International Inc.
MSCI,0.0191056666641509,-0.08428332108430817,-0.10092541655955747,-0.17761662473186424,-0.056114617136479764,-0.07515747859823373,-0.01257324790887096,0.05369281784394689,0.9738040991232688,-1.188506442046303,0.005094461816808854,-0.015944109423805537,-0.048603368455602966,0.0021961413299952126,-0.09024870996597015,MSCI Inc.
RDN,0.01789671746540661,-0.08448287828047209,-0.1599958080390865,-0.3305378779437572,-0.055206786953068465,-0.07541706461634984,-0.030066928512577033,0.05419268853323368,-0.20108228233345354,-0.0349103586386922,-0.05727266458464929,-0.015925992792186386,-0.049349916535160306,-0.17801265848474052,-0.20056043399159018,Radian Group Inc.
KO,0.9237571655813039,0.5783269151556707,0.4945754336307265,-0.34334659864404754,-0.05312279004032043,-0.04679701830911847,-0.02655393374816831,0.05136131956560777,0.5133049677612076,0.13202788380882288,0.13977684521136877,-0.01592483978281716,-0.049349916535160306,0.0582653712898337,0.08678381488159749,The Coca-Cola Company
SRC,0.003064553189494746,-0.07536756674566651,-0.17374120506537008,-0.3607206182517078,-0.05824877041295218,-0.04968403825946364,-0.034094370282855176,0.05355775081742333,0.2555944447053752,-0.004638325616411163,0.9578192761703719,-0.015926704151767983,-0.049349916535160306,0.0011836544938008083,1.6702908210558207,"Spirit Realty Capital, Inc."
COP,-0.10428186195150968,0.2028519290594673,0.5886597264830741,-0.17378366278015075,-0.060974768781372285,-0.06579815410636082,-0.02724877474161974,0.051300706181189135,-0.1252377333935247,-0.023979400057631994,-0.01652359119964749,-0.015925868051406673,-0.049225053740163914,-0.12395546897128105,-0.04043051201891594,ConocoPhillips
CHK,0.01426678266488684,-0.03310705216051068,0.05978782714494985,-0.40029346192664805,-0.06054843968971505,-0.06828461975581357,-0.026149284013425915,0.04996593931591743,0.6643905281163445,0.21148923044587487,-0.057846595195705654,-0.015924624014981983,-0.049349916535160306,-0.20859327138487122,-0.205898098057346,Chesapeake Energy Corporation
DIS,0.042669062104231846,0.580248523330941,1.4595075772323403,-0.32947492681879875,-0.05749642495708647,-0.06016390338570979,-0.0238571141769568,0.05106175147404639,-0.12966367524147812,-0.0269459569987486,-0.019584554458614768,-0.015925517428674513,-0.049349916535160306,-0.10358009519472658,-0.07690454980158061,The Walt Disney Company
LEN,-0.32267501529177933,-0.02068059219916631,-0.13969741728996232,0.4385437973551222,-0.06081677623564049,-0.07004842643891504,-0.03334389843391242,0.04975157499651947,0.04616692362721625,-0.015408534806573424,-0.05229859928882747,-0.01592631532014834,-0.049349916535160306,-0.1591199866900218,-0.1729825029851852,Lennar Corporation
CVX,1.4155488084821364,0.9494873470470221,3.0254883627080824,-0.2728931075315996,-0.060656275871722475,-0.0673946330099438,-0.027435490823212633,0.04992888546191802,-0.2825598481707776,-0.04192487751423886,0.05196546171974518,-0.015926429946810778,-0.04925396933479466,-0.10273481649480151,0.16062150112455284,Chevron Corporation
PYPL,1.5421241842444349,1.4325723909583599,3.3623737630083728,-0.2690601455798861,-0.056749095137593186,0.05978634905831351,0.05186467743813109,0.050169212185015445,-0.46281638888742543,-0.04872749946542004,-0.057846595195705654,-0.015926217550348027,-0.04843907530429193,0.2150345465655543,-0.205898098057346,"PayPal Holdings, Inc."
